lateral_position_motor,elevational_position_motor,axial_position_motor,mean_error_lateral_position_tracked,mean_error_elevational_position_tracked,mean_error_axial_position_tracked,repeatability_lateral_position_tracked,repeatability_elevational_position_tracked,repeatability_axial_position_tracked,mean_error_rms,repeatability_rms
0.01,-0.0,0.02,-0.001835239171654,-0.0004286527451136,0.0003928628626189,0.0007427184802908,8.867848449002645e-05,0.0006843369163593,0.0019251460261216,0.0010138104505622
0.01,-0.0,0.03,-0.001446383319749,-0.0002325387839262,0.00031866678507,0.0001955454869155,0.000167746370242,0.000129627503612,0.0014992156327843,0.0002884097291616
0.01,-0.0,0.04,-0.0005129911591917,0.0002269803160196,0.0001235996033071,0.0003943850745071,0.000261617155954,0.0001460053935404,0.0005744187107041,0.0004952784047648
0.01,-0.0,0.05,0.0001799381589003,0.0001151341369598,0.000212070371693,0.0004135043070712,0.0002128037440231,0.0001016412756273,0.0003010107191977,0.0004760275142761
0.01,-0.0,0.06,0.0007454294312905,4.74982249579054e-05,0.0003378221475881,0.0008256236261213,0.0003579186882594,6.621510176736541e-05,0.000819783460317,0.0009022996171545
0.01,-0.0,0.07,0.0001566700190148,0.0001968073017857,0.0004669022667143,0.0006879342419609,0.0002670016310287,7.082099834729679e-05,0.0005303549147101,0.0007413224710214
0.01,-0.0,0.08,0.0011180268327588,-0.0003114802113711,0.0005101249715545,0.0004577937025191,0.0002580368929524,5.8773436797684585e-05,0.001267766306323,0.0005287839152846
0.01,-0.0,0.09,0.0007209463420634,-0.0003226671922337,0.000553010580388,0.000570110812935,0.000245168083552,5.401396320018759e-05,0.0009642087155277,0.0006229375863107
0.01,-0.0,0.1,0.0002720368512694,-0.0002374476871156,0.0004894396924599,0.000626525328952,0.0002588361568193,6.430416408209519e-05,0.0006082241898514,0.0006809296361693
0.01,-0.0,0.11,4.999134264867881e-05,-0.0004512636980972,0.000541314107101,0.0007300968204301,0.000314160538874,5.422784981131798e-05,0.0007065118697564,0.0007966673528411
0.01,-0.0,0.12,-1.2910055677263352e-05,-0.0002302076596824,0.0005155193669035,0.0009585037792863,0.0002747473157261,6.358872752703243e-05,0.0005647321965026,0.0009991291751687
0.01,-0.0,0.13,-0.000154949257755,-0.0001842283211393,0.0005258835677692,0.0005722825098308,0.000359833243707,6.92437038517089e-05,0.0005783622339316,0.0006795453810145
0.01,-0.0,0.14,-0.0003689985042661,-0.0001905790084829,0.0005667081761719,0.0007710240067783,0.0003064652488497,6.997573075530245e-05,0.000702594058874,0.0008326437237353
0.02,-0.02,0.02,-0.0024974371337771,-0.0016039220004285,0.0012344765681549,0.0004171753830184,0.0005120849025826,0.0004243541426018,0.0032146057951094,0.0007850749556527
0.02,-0.02,0.03,-0.0020650145256951,-0.0041049048691287,0.0006097190384605,0.0005266232784518,0.0005960629001776,0.0004456502751536,0.0046353302235968,0.0009117166369657
0.02,-0.02,0.04,-0.0002927374230887,-0.0019244573397305,0.0007185916279414,0.0005875665367836,0.0015520612506934,0.0002827970831972,0.002074995223866,0.0016834793587438
0.02,-0.02,0.05,0.0007201457753099,0.0001416827917149,0.0004015008600373,0.000428176963223,0.0004305543794664,0.0001193807278115,0.0008365924287104,0.0006188411296007
0.02,-0.02,0.06,0.0013540273574361,-0.0003905823391595,1.7388325869110135e-05,0.0003810897666405,0.0004987514507889,0.0001402271025317,0.0014093427554095,0.0006431532167273
0.02,-0.02,0.07,0.0024207003458392,0.0002826606980437,-8.839723066986763e-05,0.0004403889306869,0.000579024205536,0.00017858378236,0.0024387499471973,0.0007490684936574
0.02,-0.02,0.08,0.0031750322796796,0.0008882685305026,-0.0001182815942866,0.0008294859922053,0.0003727744308043,0.0001760953298007,0.0032990667611972,0.0009262922609544
0.02,-0.02,0.09,0.004115879693753,0.0006206954120549,-0.000273618679501,0.0013473388560064,0.0004822908928294,0.0003059734846431,0.0041714021179654,0.0014634022931222
0.02,-0.02,0.1,0.0037473603489833,0.0002309741413473,-0.0002620259217627,0.0015994888219047,0.000523897486123,0.0003428178214392,0.0037636041533056,0.0017176603640012
0.02,-0.02,0.11,0.0034393892595833,7.916629661426003e-06,-0.0001573005513457,0.0009884263817097,0.0004115885126204,0.0002036879756031,0.0034429935543675,0.0010898993564482
0.02,-0.02,0.12,0.0022680613273073,-3.484103883955099e-05,7.318106212657541e-05,0.0013618757013121,0.0003673496215805,0.000232809155847,0.0022695090989613,0.0014296332653327
0.02,-0.02,0.13,0.0025864390272272,-0.0004322374750541,-4.808499390806506e-07,0.0013627153242481,0.0003736449299961,0.0002197082692074,0.0026223074395695,0.0014299913678797
0.02,-0.02,0.14,0.0006133079725923,-0.0003372118848429,0.0002755837841918,0.000493674694481,0.0003628242039241,6.946610178486763e-05,0.0007522000708815,0.0006165887172348
0.02,-0.01,0.02,-0.0031583242285473,-0.0019768996983341,0.0019704346691555,0.0002260777121837,0.0005235838495882,0.0006357254215844,0.0042149444996717,0.0008540480028339
0.02,-0.01,0.03,-0.001964161075447,-0.000422169326525,0.0010828637072435,0.0002415517156631,0.0003948905091602,0.0001518790046568,0.0022822684940701,0.0004871888521099
0.02,-0.01,0.04,-0.00063190293916,0.000916882353481,0.0007349195845113,0.0002408838041231,0.0001395204845744,8.539315174993141e-05,0.0013341969008892,0.0002911751415738
0.02,-0.01,0.05,-0.000466321088188,0.0006954283439558,0.0004886474500827,0.0004746136838217,0.0003141227202488,7.8819108904771e-05,0.0009694597822181,0.0005745813120664
0.02,-0.01,0.06,-0.0002908325570706,0.0009344948820671,0.000441922709614,0.0005449939237685,0.0002211358364841,0.0001180279593469,0.001073852849386,0.0005998750155738
0.02,-0.01,0.07,0.0003137713712373,0.0009175790386123,0.0004333998429291,0.0006791721998643,0.0001915903756967,0.0001372842897884,0.0010621860427251,0.0007189080089628
0.02,-0.01,0.08,-0.0008885645462191,0.0011316253039233,0.0005480069947884,0.0014217482539467,0.000413403456249,0.000169864036625,0.0015396215273937,0.0014903436872674
0.02,-0.01,0.09,-0.0024897297233908,0.0014671489680533,0.0006996461848955,0.0026354999711081,0.0008501196360486,0.0002520926385987,0.0029733457542026,0.0027806679398558
0.02,-0.01,0.1,-0.001169873450041,0.0009126603088568,0.0006521296601324,0.0015850803249986,0.0004874923882623,0.000306638113568,0.0016207485375893,0.0016864623915178
0.02,-0.01,0.11,-7.109268333552829e-05,0.0003707024130571,0.0004094089792107,0.0011265405630961,0.0004163864880085,0.000157299807153,0.0005568573973007,0.0012112863315613
0.02,-0.01,0.12,-0.0004335460301198,0.0002684410582241,0.0004288307051642,0.0007392407412938,0.0004737036174008,0.0001247328261277,0.0006662721183306,0.0008868090373024
0.02,-0.01,0.13,-0.0001866028696787,0.0001847748527086,0.0004372013176084,0.000813325010441,0.000300500317449,0.0001366778855314,0.0005100072247374,0.0008777692508793
0.02,-0.01,0.14,-0.0011209921440625,-0.0003486762105597,0.0005488921492058,0.001627278844586,0.0005195497874779,0.0002493550720328,0.0012959479458373,0.0017263100450539
0.02,-0.0,0.02,-0.0028758598428468,0.0001395370060389,0.0010260472562749,0.0003605388673696,0.0001760767809833,0.0004157798393615,0.0030566016069914,0.0005778098151685
0.02,-0.0,0.03,-0.0022819398653488,0.0001526336523957,0.0007479807639284,0.0001225713204561,0.0001063766583293,0.0001109559295567,0.0024062464138402,0.0001965984240513
0.02,-0.0,0.04,-0.0017299520134258,0.0004272037939226,0.0005708098169965,0.0001759148573518,0.0001435236046846,8.794833836144388e-05,0.0018711122086816,0.0002434747879336
0.02,-0.0,0.05,-0.0011925857195986,0.0004586903095032,0.0006004841472835,0.0002136182039129,0.000166674559342,7.707144043944526e-05,0.0014118210615236,0.0002816969163946
0.02,-0.0,0.06,-0.0006781484891648,0.0003286350807095,0.0005970791592244,0.0004118758390225,0.0001519423960277,7.799701862719034e-05,0.0009614519811252,0.0004458830938664
0.02,-0.0,0.07,-0.0002080660474696,0.0002508502680887,0.0006147010272727,0.0007600287278036,0.0004257612328429,7.921213712729304e-05,0.0006957547628583,0.0008747518831914
0.02,-0.0,0.08,-0.000183201611612,0.0001999669355515,0.0006829758085345,0.0010164666012064,0.0004078549330308,0.0001157903876211,0.0007348507065075,0.0011013434576149
0.02,-0.0,0.09,-0.000728250424956,0.0004018835844949,0.0007503449384722,0.0007850467053469,0.0003217344771437,7.883399913970253e-05,0.0011202127581964,0.0008520717122281
0.02,-0.0,0.1,-0.0010074756779531,0.00038074838184,0.0006743190914753,0.0009791015899765,0.000437529742856,0.0001142919451545,0.001270701699483,0.0010784872962188
0.02,-0.0,0.11,-0.0004830523947447,9.027110056484504e-05,0.0006751385071975,0.0004570032247092,0.0002228769972504,7.975502190453949e-05,0.0008350452033074,0.000514671707807
0.02,-0.0,0.12,-0.0006356878658943,0.0001054611532812,0.0006886425889856,0.0006698479128097,0.0003082039963017,0.0001033266960516,0.0009431064272189,0.0007445551260644
0.02,-0.0,0.13,-0.0003300569126053,5.249180347257803e-07,0.0006632686751192,0.0007284236972559,0.0003560843047513,0.0001039108939329,0.0007408530059951,0.0008174317027692
