lateral_position_motor,elevational_position_motor,axial_position_motor,mean_error_lateral_position_tracked,mean_error_elevational_position_tracked,mean_error_axial_position_tracked,repeatability_lateral_position_tracked,repeatability_elevational_position_tracked,repeatability_axial_position_tracked,mean_error_rms,repeatability_rms
-0.01,-0.02,0.02,0.0004624463974712,-0.000128505644588,-0.0002088159952324,0.0002824230941555,0.0001692683889372,0.0001938866534898,0.0005234257264312,0.0003821081339193
-0.01,-0.02,0.03,0.0016995803307074,-0.0038183097593156,-0.0023674020681069,0.000737876732953,0.0009188409478302,0.0005930026530529,0.0048034003862565,0.0013192357283559
-0.01,-0.02,0.04,0.0028966780286804,-0.0043855468280431,-0.0021538097390078,0.0004386423148454,0.0007907651651485,0.0002143162514555,0.0056800229730736,0.0009293266822938
-0.01,-0.02,0.05,0.0030381271831301,-0.0015606489723881,-0.0014696148784251,0.0005584244621006,0.0006593532350879,0.0002195929613665,0.0037182805013579,0.0008915187250838
-0.01,-0.02,0.06,0.0031304319826304,-0.0006117046861607,-0.001267360985914,0.000986516647966,0.0009704282001056,0.0001183594646742,0.0034321991331453,0.0013888682267056
-0.01,-0.02,0.07,0.0035880770992367,0.0001590977556415,-0.0014469200715997,0.0010321554377524,0.0005341529943472,0.0001412209109254,0.0038721036994785,0.0011707295224494
-0.01,-0.02,0.08,0.0030912395113069,0.0011554460218058,-0.0015538252761189,0.0017430926393096,0.0011185209248009,0.0001439894032526,0.0036476280257556,0.0020761006615003
-0.01,-0.02,0.09,0.0033106987477865,0.0004771895371098,-0.0015982339453247,0.0006185648823373,0.0004399042959848,4.826767496209073e-05,0.0037071266227242,0.0007605708854098
-0.01,-0.02,0.1,0.0034131885667806,0.0003562591220702,-0.0015801112913213,0.000536773505586,0.0002732958559405,6.786439800499081e-05,0.0037780323512936,0.0006061534440139
-0.01,-0.02,0.11,0.0032790599651665,0.0002429782500057,-0.0015822309534806,0.000797425409582,0.00032025621491,5.566299294195267e-05,0.0036489351152474,0.0008611327980159
-0.01,-0.02,0.12,0.0026945181817378,3.662421872601074e-05,-0.0015663640769052,0.0016044976660247,0.0004482886310387,9.693741254345568e-05,0.0031169321433954,0.0016687637097408
-0.01,-0.02,0.13,0.002699850137081,0.0001261622790622,-0.0014920229503967,0.0010723793689196,0.0005086883996926,0.0001020620125018,0.0030872706664407,0.0011912925976696
-0.01,-0.02,0.14,0.0012146570183341,-0.000289965927206,-0.0014162322536114,0.0006259253880507,0.0003741218170389,8.890195595272217e-05,0.0018881699360221,0.0007346109740285
